,id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
4028,4029,maruti swift,2014,diesel,120062,492999,pune,1289,hatchback,manual,zdi,True,pune,maharashtra,True,mh14,inperson_sale,maruti,swift,in_stock,1,504000,great,20210216132216,True,11451,73950,False,False
4029,4030,maruti wagon r 1.0,2014,petrol & cng,102760,321499,pune,1144,hatchback,manual,lxi cng,True,pune,maharashtra,True,mh14,inperson_sale,maruti,wagon r 1.0,in_stock,1,306520,great,20210226075845,True,7468,48225,False,False
4030,4031,maruti alto 800,2013,petrol & cng,115720,221199,pune,1479,hatchback,manual,lxi cng,True,pune,maharashtra,True,mh12,inperson_sale,maruti,alto 800,in_stock,2,217585,great,20210330053638,True,5138,33180,False,False
4031,4032,maruti celerio,2015,petrol & cng,160968,320699,pune,1475,hatchback,manual,vxi cng,True,thane,maharashtra,True,mh04,inperson_sale,maruti,celerio,in_stock,1,316127,great,20210213083400,True,7449,48105,False,False
4032,4033,toyota innova,2013,diesel,107995,772599,pune,1345,suv,manual,2.5 vx 7 str bs iv,True,thane,maharashtra,True,mh48,inperson_sale,toyota,innova,in_stock,2,790000,great,20210328113038,True,17946,115890,False,False
4033,4034,maruti swift,2014,diesel,133435,509599,pune,460,hatchback,manual,zdi,False,pune,maharashtra,True,mh13,inperson_sale,maruti,swift,in_stock,3,482316,great,20210413092446,True,11837,76440,False,False
4034,4035,volkswagen vento,2013,diesel,146692,391399,pune,892,sedan,manual,comfortline diesel,True,satara,maharashtra,True,mh11,inperson_sale,volkswagen,vento,in_stock,1,379974,great,20210310103215,True,9091,58710,False,False
4035,4036,renault duster,2012,diesel,125767,540299,pune,1056,suv,manual,rxz diesel 110,True,pune,maharashtra,True,mh12,inperson_sale,renault,duster,in_stock,2,504605,great,20210304105602,True,12550,81045,False,False
4036,4037,maruti ertiga,2016,diesel,130191,734499,pune,531,suv,manual,vdi shvs,True,pune,maharashtra,True,mh12,inperson_sale,maruti,ertiga,in_stock,1,754509,great,20210405115604,True,17061,110175,False,False
4037,4038,bmw 5 series,2013,diesel,93457,1469346,pune,3440,luxury sedan,automatic,520d 2.0,True,mumbai,maharashtra,True,mh20,inperson_sale,bmw,5 series,in_stock,2,1388795,great,20210311105243,True,34129,220402,False,False
4038,4039,toyota etios,2011,petrol,170425,237499,pune,2362,sedan,manual,v,True,panvel,maharashtra,True,mh46,inperson_sale,toyota,etios,in_stock,1,244133,great,20201216143001,True,5517,35625,False,False
4039,4040,mercedes benz cla class,2015,diesel,109092,1784163,pune,4877,luxury sedan,manual,cla 200 cdi sport,True,pune,maharashtra,True,mh14,inperson_sale,mercedes benz,cla class,in_stock,2,1800471,great,20210316052603,True,41442,267625,False,False
4040,4041,skoda octavia,2014,petrol,158960,807399,pune,2324,luxury sedan,automatic,elegance 1.8 tsi at,False,mumbai,maharashtra,True,mh01,inperson_sale,skoda,octavia,in_stock,1,849616,great,20210327100218,True,18754,121110,False,False
4041,4042,ford figo,2011,diesel,163480,249599,pune,705,hatchback,manual,1.4 titanium duratorq,True,pune,maharashtra,True,mh14,inperson_sale,ford,figo,in_stock,2,231938,great,20210312161340,True,5798,37440,False,False
4042,4043,hyundai elite i20,2014,diesel,169488,495199,pune,1131,hatchback,manual,magna 1.4 crdi,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,elite i20,in_stock,1,455000,great,20210122110555,True,11502,74280,False,False
4043,4044,hyundai elite i20,2017,diesel,128128,644199,pune,1790,hatchback,manual,1.4 crdi asta (o),True,pune,maharashtra,True,mh12,inperson_sale,hyundai,elite i20,in_stock,1,679737,great,20210311074818,True,14963,96630,False,False
4044,4045,mahindra xylo,2011,diesel,206243,306699,pune,1209,suv,manual,e8 abs bs iv,True,pune,maharashtra,True,mh10,inperson_sale,mahindra,xylo,in_stock,2,248000,great,20210407103440,True,7124,46005,False,False
4045,4046,volkswagen vento,2013,diesel,120100,451599,pune,521,sedan,manual,comfortline diesel,True,pune,maharashtra,True,mh12,inperson_sale,volkswagen,vento,in_stock,1,398056,great,20210412104822,True,10490,67740,False,False
4046,4047,maruti swift dzire,2012,diesel,143850,465699,pune,1187,sedan,manual,vdi bs iv,True,pune,maharashtra,True,mh12,inperson_sale,maruti,swift dzire,in_stock,1,428604,great,20210225132953,True,10817,69855,False,False
4047,4048,toyota fortuner,2015,diesel,276496,1402080,pune,1347,luxury suv,manual,3.0 mt 4x2,True,pune,maharashtra,True,mh12,inperson_sale,toyota,fortuner,in_stock,1,1386104,great,20210422132003,True,32567,210312,False,False
4048,4049,mercedes benz e class,2013,petrol,122242,1414200,pune,43573,luxury sedan,manual,200 elegance,True,mumbai,maharashtra,True,mh02,inperson_sale,mercedes benz,e class,in_stock,1,1417500,great,20210309150202,True,32848,212130,False,False
4049,4050,honda brio,2014,petrol,141973,330499,pune,229,hatchback,manual,1.2 vx mt i vtec,True,pune,maharashtra,True,mh14,inperson_sale,honda,brio,in_stock,1,306261,great,20210405101050,True,7677,49575,False,False
4050,4051,toyota fortuner,2012,diesel,128749,995799,pune,3805,luxury suv,manual,3.0 mt 4x2,True,new delhi,delhi,True,dl8c,inperson_sale,toyota,fortuner,in_transit,1,953241,great,20201122220010,True,23130,149370,False,False
4051,4052,toyota innova,2014,diesel,312882,792899,pune,1874,suv,manual,2.5 gx 8 str bs iv,True,pune,maharashtra,True,mh12,inperson_sale,toyota,innova,in_stock,1,812249,great,20210218053445,True,18417,118935,False,False
4052,4053,datsun redi go,2017,petrol,18451,221199,pune,4735,hatchback,manual,t (o),False,panvel,maharashtra,True,mh46,inperson_sale,datsun,redi go,in_stock,1,231544,great,20201018120001,True,5138,33180,False,True
4053,4054,tata nano,2017,petrol,3476,183299,pune,5550,hatchback,automatic,twist xta,True,sindhudurg,maharashtra,True,mh09,inperson_sale,tata,nano,in_stock,2,165485,great,20210317055623,True,4258,27495,False,False
4054,4055,maruti wagon r 1.0,2014,petrol,10937,340199,pune,2114,hatchback,manual,vxi,True,mumbai,maharashtra,True,mh12,inperson_sale,maruti,wagon r 1.0,in_stock,1,331422,great,20210311132746,True,7902,51030,False,False
4055,4056,maruti ignis,2018,petrol,11972,460899,pune,1325,hatchback,manual,delta 1.2 k12,True,pune,maharashtra,True,mh12,inperson_sale,maruti,ignis,in_stock,1,462298,great,20210406093632,True,10706,69135,False,False
4056,4057,hyundai xcent,2014,petrol,31054,422699,pune,1173,sedan,manual,s 1.2 opt,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,xcent,in_stock,1,425318,great,20210408092600,True,9818,63405,False,False
4057,4058,maruti wagon r 1.0,2014,petrol,38458,351499,pune,985,hatchback,manual,vxi,True,mumbai west,maharashtra,True,mh02,inperson_sale,maruti,wagon r 1.0,in_stock,1,348139,great,20210320043343,True,8164,52725,False,False
4058,4059,maruti alto 800,2013,petrol,25478,203399,pune,2417,hatchback,manual,lxi,False,navi mumbai,maharashtra,True,mh43,inperson_sale,maruti,alto 800,in_stock,1,205737,great,20201228092226,True,4724,30510,False,False
4059,4060,hyundai grand i10,2016,petrol,33475,448599,pune,903,hatchback,manual,sportz 1.2 kappa vtvt,False,pune,maharashtra,True,mh12,inperson_sale,hyundai,grand i10,in_stock,2,452617,great,20210311074544,True,10420,67290,False,False
4060,4061,maruti ciaz,2015,diesel,17927,629999,pune,1792,sedan,manual,zdi,True,mumbai east,maharashtra,True,mh03,inperson_sale,maruti,ciaz,in_stock,1,636217,great,20210225120824,True,14633,94500,False,False
4061,4062,volkswagen vento,2015,petrol,23591,540399,pune,1890,sedan,manual,highline 1.2 tsi at,True,mumbai,maharashtra,True,mh01,inperson_sale,volkswagen,vento,in_stock,1,532253,great,20210213110356,True,12552,81060,False,False
4062,4063,maruti baleno,2019,petrol,3139,695499,pune,891,hatchback,manual,delta 1.2 k12,True,pune,maharashtra,True,mh12,inperson_sale,maruti,baleno,in_stock,1,710843,great,20210407051419,True,16155,104325,False,False
4063,4064,maruti swift,2014,diesel,38846,490699,pune,1056,hatchback,manual,vdi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,swift,in_stock,1,498976,great,20210404061322,True,11398,73605,False,False
4064,4065,hyundai grand i10,2014,petrol,17987,406299,pune,883,hatchback,manual,sportz 1.2 kappa vtvt,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,grand i10,in_stock,1,395245,great,20210319053505,True,9437,60945,False,False
4065,4066,renault kwid,2016,petrol,4749,331699,pune,1183,hatchback,manual,rxt 1.0 easy-r  at,False,pune,maharashtra,True,mh12,inperson_sale,renault,kwid,in_stock,1,336492,great,20210322063514,True,7705,49755,False,False
4066,4067,maruti alto k10,2013,petrol,33351,220999,pune,2023,hatchback,manual,vxi,False,pune,maharashtra,True,mh12,inperson_sale,maruti,alto k10,in_stock,1,187000,great,20210322094645,True,5133,33150,False,False
4067,4068,hyundai new elantra,2013,petrol,26382,507199,pune,1048,luxury sedan,manual,s 1.8 mt,True,mumbai,maharashtra,True,mh02,inperson_sale,hyundai,new elantra,in_stock,2,471378,great,20210402152031,True,11781,76080,False,False
4068,4069,maruti omni e,2019,petrol,19684,296699,pune,2070,hatchback,manual,std,True,pune,maharashtra,True,mh14,inperson_sale,maruti,omni e,in_stock,1,294337,great,20210320050934,True,6892,44505,False,False
4069,4070,hyundai grand i10,2013,petrol,25889,339599,pune,1865,hatchback,manual,magna 1.2 vtvt,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,grand i10,in_stock,2,341460,great,20210321053019,True,7888,50940,False,False
4070,4071,hyundai verna,2011,petrol,48598,347899,pune,4098,sedan,manual,fluidic 1.6 sx vtvt opt,False,mumbai,maharashtra,True,mh03,inperson_sale,hyundai,verna,in_stock,2,338850,great,20210214133514,True,8081,52185,True,False
4071,4072,hyundai i20,2010,petrol,48342,278899,pune,662,hatchback,manual,magna o 1.2,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,i20,in_stock,1,236757,great,20210328055859,True,6478,41835,False,False
4072,4073,chevrolet spark,2011,petrol,48541,143299,pune,4464,hatchback,manual,lt 1.0,True,pune,maharashtra,True,mh12,inperson_sale,chevrolet,spark,in_stock,2,133488,great,20210318081856,True,3328,21495,False,False
4073,4074,maruti alto 800,2014,petrol,20656,252699,pune,1135,hatchback,manual,lxi,True,solapur,maharashtra,True,mh13,inperson_sale,maruti,alto 800,in_stock,1,256141,great,20210324141120,True,5870,37905,False,False
4074,4075,maruti wagon r 1.0,2014,petrol,44511,343199,pune,617,hatchback,manual,vxi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,wagon r 1.0,in_stock,2,332218,great,20210324121332,True,7972,51480,False,False
4075,4076,maruti alto k10,2015,petrol,38314,311299,pune,297,hatchback,manual,vxi,True,latur,maharashtra,True,mh12,inperson_sale,maruti,alto k10,in_stock,2,299000,great,20210320094425,True,7231,46695,False,False
4076,4077,maruti celerio,2014,petrol,19510,371399,pune,166,hatchback,automatic,vxi amt,True,pune,maharashtra,True,mh03,inperson_sale,maruti,celerio,in_stock,2,318912,great,20210505123404,True,8627,55710,False,False
4077,4078,toyota etios,2011,petrol & cng,46733,238299,pune,3379,sedan,manual,g,False,thane,maharashtra,True,mh04,inperson_sale,toyota,etios,in_stock,2,209000,great,20210316160812,True,5535,35745,False,False
4078,4079,hyundai grand i10,2013,petrol,31238,342899,pune,1076,hatchback,manual,sports 1.2 vtvt,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,grand i10,in_stock,2,335884,great,20210411060011,True,7965,51435,False,False
4079,4080,honda city,2014,diesel,55308,585799,pune,475,sedan,manual,vx mt diesel,True,navi mumbai,maharashtra,True,mh46,inperson_sale,honda,city,in_stock,2,558287,great,20210423065504,True,13607,87870,False,False
4080,4081,hyundai i20,2012,petrol,37709,344599,pune,1000,hatchback,manual,magna o 1.2,False,pune,maharashtra,True,mh12,inperson_sale,hyundai,i20,in_stock,2,320000,great,20210322073818,True,8004,51690,False,False
4081,4082,maruti celerio,2017,petrol,20176,451399,pune,1171,hatchback,automatic,vxi amt,True,pune,maharashtra,True,mh12,inperson_sale,maruti,celerio,in_stock,1,454328,great,20210409112351,True,10485,67710,False,False
4082,4083,hyundai santro xing,2010,petrol,49533,194799,pune,2098,hatchback,manual,gls,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,santro xing,in_stock,2,174221,good,20210404112913,True,4525,29220,False,False
4083,4084,honda brio,2015,petrol,35067,368899,pune,935,hatchback,manual,1.2 s mt i vtec,True,mumbai,maharashtra,True,mh01,inperson_sale,honda,brio,in_stock,1,366058,great,20210323105805,True,8569,55335,False,False
4084,4085,maruti zen estilo,2011,petrol,21572,235399,pune,901,hatchback,manual,vxi,True,pune,maharashtra,True,mh14,inperson_sale,maruti,zen estilo,in_stock,1,217163,great,20210406115458,True,5468,35310,False,False
4085,4086,hyundai verna,2011,petrol,48478,371999,pune,2704,sedan,manual,fluidic 1.6 sx vtvt,False,mumbai,maharashtra,True,mh01,inperson_sale,hyundai,verna,in_stock,1,331670,great,20210215073114,True,8641,55800,False,False
4086,4087,maruti alto 800,2013,petrol,26955,223599,pune,1054,hatchback,manual,lxi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,alto 800,in_stock,1,222500,great,20210319045559,True,5194,33540,False,False
4087,4088,maruti alto 800,2017,petrol,32862,301999,pune,546,hatchback,manual,lxi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,alto 800,in_stock,1,300420,great,20210322111826,True,7015,45300,False,False
4088,4089,volkswagen polo,2011,petrol,38579,307999,pune,1215,hatchback,manual,comfortline 1.2l petrol,True,pune,maharashtra,True,mh14,inperson_sale,volkswagen,polo,in_transit,1,295130,great,20210323095811,True,7154,46200,True,False
4089,4090,maruti wagon r 1.0,2011,petrol,55472,259299,pune,782,hatchback,manual,vxi,True,pune,maharashtra,True,mh41,inperson_sale,maruti,wagon r 1.0,in_stock,2,257163,great,20210321092620,True,6023,38895,False,False
4090,4091,maruti eeco,2010,petrol,49362,222399,pune,932,suv,manual,7 str,True,pune,maharashtra,True,mh12,inperson_sale,maruti,eeco,in_stock,1,183559,good,20210429111852,True,5166,33360,False,False
4091,4092,maruti alto,2011,petrol,9742,213099,pune,435,hatchback,manual,lxi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,alto,in_stock,1,179821,great,20210421060214,True,4950,31965,False,False
4092,4093,volkswagen vento,2011,petrol,39489,274199,pune,1389,sedan,manual,highline petrol,True,kalyan,maharashtra,True,mh04,inperson_sale,volkswagen,vento,in_stock,3,250633,great,20210304083410,True,6369,41130,False,False
4093,4094,kia seltos,2020,diesel,2765,1567518,pune,1633,hatchback,manual,htx 1.5 diesel,True,pune,maharashtra,True,mh14,inperson_sale,kia,seltos,in_stock,1,1578070,great,20210508112028,True,36410,235128,False,False
4094,4095,maruti alto k10,2015,petrol,51776,311999,pune,352,hatchback,manual,vxi amt,False,pune,maharashtra,True,mh12,inperson_sale,maruti,alto k10,in_stock,1,310303,great,20210405121833,True,7247,46800,False,False
4095,4096,maruti wagon r 1.0,2014,petrol,41479,359399,pune,356,hatchback,manual,vxi,True,pune,maharashtra,True,mh14,inperson_sale,maruti,wagon r 1.0,in_stock,1,340000,great,20210319053045,True,8348,53910,False,False
4096,4097,maruti sx4,2010,petrol,31645,259399,pune,2332,sedan,manual,vxi,False,pune,maharashtra,True,mh12,inperson_sale,maruti,sx4,in_stock,2,248689,great,20210323131128,True,6025,38910,False,False
4097,4098,maruti alto 800,2014,petrol & cng,24140,289199,pune,1713,hatchback,manual,lxi cng,True,pune,maharashtra,True,mh12,inperson_sale,maruti,alto 800,in_stock,1,280522,great,20210413073712,True,6717,43380,False,False
4098,4099,honda amaze,2015,petrol,43575,442299,pune,1226,sedan,manual,1.2 smt i vtec,True,pune,maharashtra,True,mh12,inperson_sale,honda,amaze,in_stock,1,439253,great,20210412064259,True,10273,66345,False,False
4099,4100,hyundai i20,2012,diesel,57281,357499,pune,1064,hatchback,manual,asta 1.4 crdi,True,thane,maharashtra,True,mh05,inperson_sale,hyundai,i20,in_stock,2,333358,great,20210401083718,True,8304,53625,False,False
4100,4101,hyundai i10,2014,petrol,44857,293799,pune,2487,hatchback,manual,sportz 1.1 irde2,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,i10,in_stock,1,285000,great,20210125111506,True,6824,44070,True,False
4101,4102,hyundai i10,2012,petrol,57585,268399,pune,843,hatchback,manual,magna 1.2 kappa2,True,pune,maharashtra,True,mh14,inperson_sale,hyundai,i10,in_stock,1,266858,great,20210326055945,True,6234,40260,False,False
4102,4103,maruti alto 800,2018,petrol,1634,363699,pune,64,hatchback,manual,lxi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,alto 800,in_stock,1,325566,great,20210509124555,True,8448,54555,False,False
4103,4104,honda brio,2012,petrol,60849,231899,pune,1238,hatchback,manual,1.2 s mt i vtec,True,pune,maharashtra,True,mh12,inperson_sale,honda,brio,in_stock,3,220184,great,20210409050317,True,5386,34785,False,False
4104,4105,maruti alto k10,2012,petrol,50611,220299,pune,267,hatchback,manual,vxi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,alto k10,in_stock,1,205964,great,20210408130745,True,5117,33045,False,False
4105,4106,maruti eeco,2019,petrol & cng,17417,456599,pune,871,suv,manual,5 str cng with ac plushtr,False,pune,maharashtra,True,mh14,inperson_sale,maruti,eeco,pickup_pending,1,462035,great,20210418060103,True,10606,68490,False,False
4106,4107,volkswagen vento,2016,petrol,19162,692999,pune,1319,sedan,manual,highline 1.2 tsi at,True,navi mumbai,maharashtra,True,mh43,inperson_sale,volkswagen,vento,in_stock,1,697498,great,20210402095855,True,16097,103950,False,False
4107,4108,hyundai eon,2013,petrol,54558,235099,pune,924,hatchback,manual,era plus,True,pune,maharashtra,True,mh14,inperson_sale,hyundai,eon,in_stock,1,216083,great,20210404042309,True,5461,35265,False,False
4108,4109,volkswagen polo,2014,petrol,54813,453399,pune,1295,hatchback,manual,highline1.2l petrol,True,pune,maharashtra,True,mh14,inperson_sale,volkswagen,polo,in_stock,1,456021,great,20210319131406,True,10531,68010,False,False
4109,4110,hyundai elite i20,2017,petrol,30884,581699,pune,1041,hatchback,manual,sportz 1.2,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,elite i20,in_stock,1,590842,great,20210324092418,True,13511,87255,False,False
4110,4111,ford figo,2011,petrol,49856,230299,pune,1641,hatchback,manual,1.2 zxi duratec,True,pune,maharashtra,True,mh12,inperson_sale,ford,figo,in_stock,1,214429,great,20210406100526,True,5349,34545,False,False
4111,4112,hyundai eon,2014,petrol,43134,282499,pune,1102,hatchback,manual,sportz,True,pune,maharashtra,True,mh14,inperson_sale,hyundai,eon,in_stock,1,267435,great,20210318051507,True,6562,42375,False,False
4112,4113,maruti wagon r,2010,petrol,51491,204099,pune,1005,hatchback,manual,lxi,False,nashik,maharashtra,True,mh15,inperson_sale,maruti,wagon r,in_stock,1,185000,great,20210320112749,True,4741,30615,False,False
4113,4114,honda brio,2013,petrol,52024,312799,pune,661,hatchback,manual,1.2 s mt i vtec,True,pune,maharashtra,True,mh14,inperson_sale,honda,brio,in_stock,2,303773,great,20210408100741,True,7266,46920,False,False
4114,4115,maruti alto k10,2010,petrol,74680,174899,pune,1246,hatchback,manual,vxi,True,pune,maharashtra,True,mh14,inperson_sale,maruti,alto k10,in_stock,1,162896,great,20210319052833,True,4062,26235,False,False
4115,4116,honda brio,2013,petrol,55524,320099,pune,407,hatchback,manual,1.2 s mt i vtec,True,pune,maharashtra,True,mh12,inperson_sale,honda,brio,in_stock,1,310530,great,20210409112715,True,7435,48015,False,False
4116,4117,volkswagen polo,2015,petrol,48850,565299,pune,912,hatchback,automatic,gt tsi 1.2 petrol at,True,pune,maharashtra,True,mh12,inperson_sale,volkswagen,polo,pickup_pending,1,557566,great,20210420113751,True,13130,84795,False,False
4117,4118,maruti new  wagon-r,2019,petrol,10564,543399,pune,1026,hatchback,manual,vxi 1.2l,True,pune,maharashtra,True,mh12,inperson_sale,maruti,new  wagon-r,in_stock,1,542500,great,20210408063626,True,12622,81510,False,False
4118,4119,volkswagen polo,2014,petrol,67087,468899,pune,756,hatchback,manual,highline1.2l petrol,False,pune,maharashtra,True,mh12,inperson_sale,volkswagen,polo,in_stock,1,469982,great,20210326084717,True,10891,70335,False,False
4119,4120,honda city,2015,petrol,44065,676099,pune,1669,sedan,manual,vx mt petrol,False,pune,maharashtra,True,mh12,inperson_sale,honda,city,in_stock,1,690764,great,20210321112722,True,15704,101415,False,False
4120,4121,maruti swift,2020,petrol,15527,664599,pune,2908,hatchback,manual,vxi,False,pune,maharashtra,True,mh12,inperson_sale,maruti,swift,in_stock,1,661000,great,20210413112833,True,15437,99690,False,False
4121,4122,maruti ertiga,2012,diesel,46331,593299,pune,2944,suv,manual,zdi,True,pune,maharashtra,True,mh12,inperson_sale,maruti,ertiga,in_stock,2,619737,great,20210321093832,True,13781,88995,False,False
4122,4123,mahindra xuv500,2013,diesel,73887,557499,pune,4267,luxury suv,manual,w6 4x2,False,panvel,maharashtra,True,mh46,inperson_sale,mahindra,xuv500,in_stock,1,515920,great,20210227095041,True,12949,83625,False,False
4123,4124,hyundai i10,2010,petrol,51993,254699,pune,324,hatchback,manual,sportz 1.2 kappa2,False,pune,maharashtra,True,mh12,inperson_sale,hyundai,i10,in_stock,2,236022,great,20210410111052,True,5916,38205,False,False
4124,4125,volkswagen polo,2015,petrol,62124,556999,pune,910,hatchback,automatic,gt tsi 1.2 petrol at,True,navi mumbai,maharashtra,True,mh43,inperson_sale,volkswagen,polo,in_stock,1,544153,great,20210401185420,True,12938,83550,False,False
4125,4126,maruti zen estilo,2007,petrol,75395,122099,pune,2877,hatchback,manual,lxi,True,pune,maharashtra,True,mh13,inperson_sale,maruti,zen estilo,in_stock,3,106347,good,20210309115629,True,2836,18315,False,False
4126,4127,hyundai i10,2010,petrol,41175,264799,pune,553,hatchback,manual,magna 1.2 kappa2,True,panvel,maharashtra,True,mh06,inperson_sale,hyundai,i10,in_stock,1,252872,great,20210311113317,True,6151,39720,False,False
4127,4128,volkswagen polo,2010,petrol,62724,272199,pune,1492,hatchback,manual,trendline 1.2l petrol,True,pune,maharashtra,True,mh12,inperson_sale,volkswagen,polo,in_stock,1,236653,great,20210414115730,True,6322,40830,False,False
4128,4129,honda jazz,2017,petrol,33346,662899,pune,795,hatchback,automatic,1.2 v at,False,pune,maharashtra,True,mh12,inperson_sale,honda,jazz,in_stock,1,661027,great,20210323053513,True,15397,99435,False,False
4129,4130,ford figo,2011,petrol,68190,199399,pune,1239,hatchback,manual,1.2 zxi duratec,True,pune,maharashtra,True,mh12,inperson_sale,ford,figo,in_stock,3,188122,great,20210409063027,True,4632,29910,False,False
4130,4131,toyota etios,2011,petrol,69474,306599,pune,747,sedan,manual,g,True,pune,maharashtra,True,mh14,inperson_sale,toyota,etios,in_stock,1,265496,good,20210413040719,True,7122,45990,False,False
4131,4132,maruti celerio,2018,petrol & cng,34875,506299,pune,640,hatchback,manual,vxi cng,True,pune,maharashtra,True,mh12,inperson_sale,maruti,celerio,in_stock,1,488925,great,20210424085720,True,11760,75945,False,False
4132,4133,ford figo,2011,petrol,38670,213599,pune,1455,hatchback,manual,1.2 titanium duratec,True,navimumbai,maharashtra,True,mh43,inperson_sale,ford,figo,in_stock,1,196620,great,20210322073300,True,4961,32040,False,False
4133,4134,hyundai i10,2014,petrol & cng,64670,302299,pune,2410,hatchback,manual,sportz 1.1 irde2,False,mumbai,maharashtra,True,mh02,inperson_sale,hyundai,i10,in_stock,1,273284,great,20210311151015,True,7022,45345,False,False
4134,4135,maruti ertiga,2013,diesel,54675,576699,pune,1534,suv,manual,zdi,False,pune,maharashtra,True,mh12,inperson_sale,maruti,ertiga,in_stock,1,604017,great,20210319053349,True,13395,86505,False,False
4135,4136,hyundai eon,2014,petrol,8083,267599,pune,1117,hatchback,manual,era plus,True,navi mumbai,maharashtra,True,mh43,inperson_sale,hyundai,eon,in_stock,1,255805,great,20210310074408,True,6216,40140,False,False
4136,4137,hyundai eon,2013,petrol,44200,207599,pune,1362,hatchback,manual,sportz,True,mumbai west,maharashtra,True,mh01,inperson_sale,hyundai,eon,in_stock,1,186673,good,20210310072713,True,4822,31140,False,False
4137,4138,ford figo,2010,petrol,31320,209299,pune,169,hatchback,manual,1.2 titanium duratec,True,pune,maharashtra,True,mh12,inperson_sale,ford,figo,in_stock,2,157803,good,20210422072450,True,4861,31395,False,False
4138,4139,maruti swift,2008,petrol,83232,214899,pune,1266,hatchback,manual,zxi 1.3,False,pune,maharashtra,True,mh14,inperson_sale,maruti,swift,in_stock,2,207328,great,20210311075943,True,4992,32235,False,False
4139,4140,volkswagen polo,2010,diesel,65271,271399,pune,1815,hatchback,manual,highline1.2l diesel,True,navi mumbai,maharashtra,True,mh43,inperson_sale,volkswagen,polo,in_stock,1,249945,great,20210305130608,True,6304,40710,True,False
4140,4141,hyundai elite i20,2019,petrol,6388,961799,pune,792,hatchback,manual,1.2  asta (o) cvt,True,pune,maharashtra,True,mh12,inperson_sale,hyundai,elite i20,in_stock,1,965000,great,20210402071618,True,22340,144270,False,False
4141,4142,maruti ertiga,2015,petrol,79846,529399,pune,1524,suv,manual,vxi,True,vasai,maharashtra,True,mh48,inperson_sale,maruti,ertiga,in_stock,1,537059,great,20210219132701,True,12297,79410,False,False
4142,4143,hyundai verna,2012,diesel,152460,399899,pune,2790,sedan,manual,fluidic 1.6 sx crdi opt,False,ahmednagar,maharashtra,True,mh16,inperson_sale,hyundai,verna,in_stock,1,396455,great,20210326155023,True,9289,59985,False,False
4143,4144,hyundai creta,2015,petrol,46166,831699,pune,1641,suv,manual,1.6 sx plus petrol,True,mumbai,maharashtra,True,mh47,inperson_sale,hyundai,creta,in_stock,1,865129,great,20210309105453,True,19318,124755,False,False
4144,4145,maruti alto,2012,petrol,70555,189199,pune,859,hatchback,manual,lxi,True,pune,maharashtra,True,mh13,inperson_sale,maruti,alto,in_stock,1,180283,great,20210322045551,True,4395,28380,False,False
4145,4146,maruti ertiga,2017,petrol,29397,726599,pune,1364,suv,manual,zxi plus,True,pune,maharashtra,True,mh14,inperson_sale,maruti,ertiga,in_stock,1,760460,great,20210414042722,True,16877,108990,False,False
4146,4147,volkswagen polo,2015,petrol,44708,525399,pune,109,hatchback,manual,highline1.2l petrol,True,pune,maharashtra,True,mh12,inperson_sale,volkswagen,polo,in_stock,1,440999,great,20210427070334,True,12204,78810,False,False
4147,4148,maruti alto k10,2010,petrol,65510,178099,pune,866,hatchback,manual,lxi,True,pune,maharashtra,True,mh14,inperson_sale,maruti,alto k10,in_stock,2,143090,good,20210415113253,True,4137,26715,False,False
4148,4149,maruti a star,2010,petrol,51583,248299,pune,284,hatchback,manual,vxi,False,pune,maharashtra,True,mh14,inperson_sale,maruti,a star,in_stock,2,192186,good,20210423114257,True,5767,37245,False,False
4149,4150,hyundai creta,2019,petrol,10357,1314109,pune,1879,suv,manual,1.6 sx (o) vtvt,True,mumbai,maharashtra,True,mh02,inperson_sale,hyundai,creta,in_stock,1,1320000,great,20210319162029,True,30523,197117,False,False
4150,4151,maruti baleno,2016,petrol,61456,506099,pune,1400,hatchback,manual,alpha 1.2 k12,True,panvel,maharashtra,True,mh46,inperson_sale,maruti,baleno,in_stock,1,516355,great,20201030113000,True,11755,75915,False,False
4151,4152,maruti alto k10,2013,petrol,76864,215199,pune,677,hatchback,manual,vxi,False,pune,maharashtra,True,mh12,inperson_sale,maruti,alto k10,in_stock,1,211663,great,20210407084501,True,4999,32280,False,False
